Job Title,Company Name,Job Location,Job Description,Release Date,Seniority level,Employment type,Department,Industries
Quality Assurance (QA) Specialist - Software Testing,Profisee,"Alpharetta, GA","Mission - Why We Exist & What We Do & Why We Need YouProfisee exists to empower the possibilities of the data-enabled future. In a world where data drives decisions, opportunity and innovation, the importance of trusted data simply cannot be overstated. Because when data matters, you must be able to trust your data and Master Data Management (MDM) is the path that forward-thinking organizations take to ensure a trusted data foundation.Our Quality Assurance Specialist be working in a fast-paced software development group that operates with a disciplined start-up mentality. To be successful in this role, you must have exceptional attention to detail and to be able to “read between the lines” to identify edge case and failure scenarios that are often not explicitly called out in requirements. You will be a key player in all phases of product development from requirements analysis, test-driven development (TDD), manual test case planning, and information products review and feedback. Experience testing in cloud platform or SAAS environment is a plus. You will report directly to our QA Director and will be working with our agile teams and team leads to deliver quality solutions out of each sprint.Your Performance Objectives – What You Will Accomplish Within the first 3 months and on-going:Learn the broader Profisee Platform which includes both Web and Windows clients via self-paced training and team participation to gain a solid understanding of product function and purpose.Participate in agile sprint team, working alongside another QA testing stories related to new product features, delivering test cases suitable for regression, being prepared for daily standups, logging product defects, participating in end of sprint retrospectives, and demonstrating product features during sprint review show and tell.Within the first 6 months and on-going:Establish a deep understanding of key product areas and participate in development of new automated and manual tests that cover features under development of our next release of the product.Leverage your skills and understanding of cloud and Azure deployment to help streamline Profisee’s ability to propagate our solution from lab to production environments quickly and seamlessly.Within the first year and on-going:Gain a solid understanding of our automated testing framework that uses C# to run over 5000 automated API level tests nightly with a goal of being able to analyze nightly failures and extend the inventory of automated tests.Competencies – What We Are Looking ForTechnical comprehension – You have the ability to understand flow of data through complex systems including experience with SQL queries. You are comfortable with programming concepts and have experience looking at code in various forms (SQL, C#, XML, HTML . . . ). You understand how the features relate to the test environment (e.g. what to test across multiple browsers).QA/QC SDLC experience – You have full lifecycle testing experience and are comfortable working collaboratively with Product Management, UX and UI design & Development leads to ensure testable requirements (early SDLC) and can provide assistance to customer support team to troubleshoot & resolve customer issues (post-release SDLC).Balanced (short and long-term) & flexible - You have great attention to detail and can find many product defects quickly. You can provide a good balance between fast and perfect as far as which bugs to fix. You take the same balanced approach to test case creation ensuring test cases are created/updated for priority features. You remain calm and unflappable in the face of changing requirements & short deadlines.Continual improvement – You are committed to continual improvement. You act as a user advocate to improve the product, considering usability and consistency. You work to improve QA processes and the R&D process, working with sprint teams on sprint retrospectives. You work with our technical writer to review customer help documentation and help work to streamline that process.BenefitsWhy we think YOU should come work with usYou will grow here more than you would anywhere else. That is a promise.You will experience joining at a high-growth/high-traction inflection pointYou will be a part of an amazing culture with a supportive and engaged CEO and Leadership TeamYou will join a team of experienced, passionate employees401K, full health care coverage, life insurance, vacation time, and more. . .How We Work – Our Core ValuesGrowth Mindset – We can learn and get better at anything. We embrace and accept mistakes as an essential part of the learning process. Growing, accomplishing new things, and helping others learn are some of the most rewarding experiences of being human!Constructive Candor – Enables us to get to the meat of issues quickly and is the foundation of trust. We hopefully disagree at times which means we enjoy the fruits of diverse perspectives. We always know how each other feels when we leave a room so we can feel comfortable voicing our opinions. This leads to more growth and an environment we love to be in every day.Helpful - Strives to assist, mentor, coach and assist your fellow Profisors to their highest potential and for them to be successful in every endeavor. Always has time to lend a hand, answer a question or share knowledge with your fellow employees as a matter of normal business and not as an exception.We Get Stuff Done! – Strategy without execution is just an idea. We deliver results, not reasons.Fun is where Fun is Made – Professional life is as enjoyable and rewarding as we make it. We covet the journey as much as the destination and strive to make each other laugh along the way.About ProfiseeLet’s find your somewhere new. Where your ideas are heard, no matter how long you’ve been at the company, or what your position is, or who you’re talking to. Where you can always tackle new challenges because the industry’s surface has barely been scratched. Where you can continue to grow because growth is in the company’s DNA. Where the driving question is, “Great, what’s next?” We’re looking for people who can help solve the biggest data problems for the biggest names – organizations like MD Anderson, Intel, Under Armour, and more – so they can achieve their most important strategic initiatives.So if you’re ready for a new adventure, get in touch.Profisee | Now you can make it happen™Equal Employment OpportunityQualified applicants will receive consideration for employment without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran. Profisee is an equal employment opportunity employer. Alternative methods of applying for employment are available to individuals unable to submit an application through this site because of a disability. Contact Jayson Cabrera at 678-551-6747, jayson.cabrera@profisee.com or 3655 Brookside Parkway, Suite 175, Alpharetta, GA 30022 to discuss reasonable accommodations.",4 days ago,Associate,Full-time,Quality Assurance,Software Development
Quality Assurance Engineer,ROSE,"Manhattan, NY","ROSE is an award-winning digital innovation agency focused on helping leading brands leverage cutting-edge technology to innovate and delight their customers. As one of the INC 500 fastest-growing private companies and the fastest growing Black-owned digital agency in the US we pride ourselves on the quality of our work and partnerships with our clients. We specialize in immersive technology (AR/VR) and technical partnerships leveraging web, mobile and back end development.We've used WebAR to launch a new shoe line for Adidas for over 110m viewers, rebuilt the technology powering the New York Lottery, helped Patrón bring gifting into the metaverse and did our part to rewild the world with Leonardo DiCaprio and Re:wild. In doing so, the team has won multiple Webby and Shorty awards, been featured in Vogue, WWD, and Harpers Bazaar, and more importantly, had fun doing it. Our mission is to create the most innovative digital agency of our time by guiding the world’s most impactful brands/products into the metaverse.The Quality Assurance Engineer’s role is to develop and establish quality assurance standards and measures for all assigned projects. This will include writing and executing test plans (and later automated scripts) for tracking all defects and fixes in their team’s product/project development. The QA Engineer will apply proven analytical and problem-solving skills to help validate developmental processes through careful testing and work with their teammates to achieve superior test coverage and confidence. Although duties will at first be primarily manual, the position will require the willingness and ability to learn automation in the long term.Position & Responsibilities:Develop, execute, and maintain Quality Assurance measures and testing standards for new features and/or enhancements to existing features throughout their development/product life-cycles. Prepare and deliver reports and Jira Bug Tickets, that address and communicate any existing or potential trouble areas in systems and projects across the organization. Communicate test progress, test results, and other relevant information to project stakeholders and/or management. Analyze documentation and technical specifications for any assigned project in order to determine its intended functionality, and the test cases necessary within. Create and execute test plans that will determine optimal application performance according to specifications (If not already familiar, must be willing to become familiar with automated testing scripts and their creation/maintenance). Verify and revise quality assurance standards as needed. Ensure that testing activities allow applications to meet business requirements and systems goals, fulfill end-user requirements, and identify existing or potential issues.Be able to collaborate with development personnel in application testing: Such as load, unit, and acceptance testing methods. . Analyze teammate’s formal test results in order to discover and report any defects, bugs, errors, configuration issues, and interoperability flaws. Cultivate and disseminate knowledge of quality assurance best practices. Requirements & Qualifications:College diploma or university degree in software engineering, computer science, or business administration; Or equivalent work experience. 5+ years direct experience in a technical QA or testing role. Strong knowledge of testing best practices and methodologies. Extensive experience with core software applications, including Jira and client/server applications. Excellent written and oral communication skills. Excellent listening, presentation, and interpersonal skills. Ability to communicate ideas in both technical and user-friendly language. Able to prioritize and execute tasks in a high-pressure environment. Keen attention to detail. Experience working in a team-oriented, collaborative environment. Good to have:Direct hands-on experience with ad hoc query programs (SQL Server required, DB2 a plus), automated testing tools, and/or reporting software (Python/Selenium experience preferred).Knowledge of Appium or other mobile automation testing frameworks. Powered by JazzHRcTOZGACqn3",1 week ago,Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
Software Engineer in Test (Remote),KnowBe4,United States,"About KnowBe4KnowBe4, the provider of the world's largest security awareness training and simulated phishing platform, is used by tens of thousands of organizations around the globe. KnowBe4 enables organizations to manage the ongoing problem of social engineering by helping them train employees to make smarter security decisions, every day.Fortune has ranked us as a best place to work for women, for millennials, and in technology for four years in a row! We have been certified as a ""Great Place To Work"" in 8 countries, plus we've earned numerous other prestigious awards, including Glassdoor's Best Places To Work.Our team values radical transparency, extreme ownership, and continuous professional development in a welcoming workplace that encourages all employees to be themselves. Whether working remotely or in-person, we strive to make every day fun and engaging; from team lunches to trivia competitions to private parties at theme parks, there is always something exciting happening at KnowBe4.Remote positions open to the US only. #ZRAs part of the SET team, you will develop and implement highly scalable testing frameworks that meet our remarkably high standards of quality, performance, and reliability.ResponsibilitiesDevelops automated testing software using the KnowBe4 Software Development Lifecycle and Agile MethodologiesRecommends solutions to engineering problemsMinimum QualificationsBS or equivalent plus 3 years experienceMS/Ph.D. or equivalent plus no experienceThe base pay for this position ranges from $105,000-$115,000, which will vary depending on how well an applicant's skills and experience align with the job description listed above.Our Fantastic BenefitsWe offer company-wide monthly bonuses, employee referral bonuses, an employee stock purchase program, 401k matching (US), fully paid medical insurance (US), open/generous paid time off (length varies by country), parental leave (length varies by country), adoption assistance, tuition reimbursement, certification reimbursement, certification completion bonuses, gym benefits, and a relaxed dress code - all in a modern, high-tech, and fun work environment. For more details about our benefits, visit www.knowbe4.com/careers/benefits.Note: An applicant assessment and background check may be part of your hiring procedure.Individuals seeking employment at KnowBe4 are considered without prejudice to race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, gender identity, sexual orientation or any other characteristic protected under applicable federal, state, or local law. If you require reasonable accommodation in completing this application, interviewing, completing any pre-employment testing, or otherwise participating in the employee selection process, please visit www.knowbe4.com/careers/request-accommodation.No recruitment agencies, please.",4 days ago,Associate,Full-time,Engineering and Information Technology,Computer and Network Security
Manual QA Engineer - (Remote - US),Professional Diversity Network,"Denver, CO","Mediavine is seeking a Manual QA Engineer to join our Engineering team. We are looking for someone who enjoys solving interesting and complex problems and wants to work with a small team of talented engineers on a product used by thousands of publishers. If you're excited about working in a collaborative environment, then this is the role for you! About Mediavine Mediavine is a fast-growing advertising management company representing over 7,500 websites in the food, lifestyle, DIY, and entertainment space. Founded by content creators, for content creators, Mediavine is a Top 20 Comscore property, exclusively reaching over 125 million monthly unique visitors. With best-in-class technology and a commitment to traffic quality and brand safety, we ensure optimal performance for our creators.Mission & CultureWe help content creators build sustainable businesses. From educational tools and cutting-edge plugins to ad technology that maximizes earnings without slowing down your site, our motivation is to ensure your brand and business grow in every respect.We are striving to build an inclusive and diverse team of highly talented individuals that reflects the industries we serve and the world we live in. We are committed to creating a culture where everyone feels welcomed. We are looking for individuals that will challenge us to continuously evolve and make Mediavine the employer of choice for people of all backgrounds. We strongly encourage minorities and individuals from underrepresented groups in technology to apply for this position.Diversity and inclusion aren't platitudes to us; we take them seriously.Position OverviewEssential Responsibilities: Partner with QA team members to define tooling that enables improving testing efficiency, coverage and reliability for Mediavine's product suite. Create detailed, comprehensive and well-structured test plans and test cases Identify, record, document and thoroughly track bugs Perform rigorous regression testing when bugs are resolved Develop and apply testing processes for new and existing products to meet product needs Liaise with internal teams (e.g. developers and product managers) to further identify product requirements and user expectations Track quality assurance metrics (e.g. defect densities and open defect counts) RequirementsYou Have: 4+ years of experience in the software quality assurance field Experience with Manual testing Good knowledge of core software QA methodologies, tools and processes Strong understanding of CSS/HTML, Javascript, WordPress and similar CMS Experience with API testing using Postman Proven desktop and mobile device debugging, documentation and troubleshooting skills Demonstrated ability of writing clear, comprehensive test plans, test cases and bug reports Goal driven and product-oriented mindset Ability to work independently and also as a reliable team-worker Nice to haves: Experience with Wordpress plugin/theme testing Test automation experience or willingness to learn (Cypress, WebdriverI0, TestCafe or similar automation tools) Experience with Github & command line Basic understanding of Node.js, and React Understanding and experience with relational database testing Experience with performance, visual, accessibility and/or security testing is a plus Experience working with remote teams in a tight deadline environment Benefits Remote work environment. Travel opportunities (remember those?!) Comprehensive benefits including 401k, Health, Dental, and Vision insurance. Learning allowance. Generous Vacation/Time off policies. Additional side benefits such as home-office upgrades, tuition reimbursement, paid gym memberships and wellness retreats, upgraded flights, cool swag and more. Company match charitable donations. PDN-971c2872-d5a2-482b-8b91-55671a65b9ce",1 week ago,Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting
Manual Tester-Offshore,SCIGON,United States,"Manual Tester-Offshore Primary Skills: Experience as a Test Engineer Good communication, leadership, and team spirit Manual Testing, API testing Key Responsibilities / Duties: Researching issues in software through testing. Keeping updated with the latest industry developments. Excellent mathematical and problem-solving skills. Pluses/Nice to haves: API Automation Knowledge of Python",5 days ago,Entry level,Contract,Information Technology,IT Services and IT Consulting
Manual Test Engineer (QA) REMOTE,"Gateway Ticketing Systems, Inc.","King of Prussia, PA","Have you ever been to a zoo, museum, or amusement park and gotten a ticket scanned before entering through a turnstile? If so, you have probably used a Gateway Ticketing System software product. For 30+ years we’ve been providing innovative software solutions to some pretty cool industries including amusement parks, museums, attractions, and zoos and aquariums. We work with globally recognized destinations as well as lesser-known but locally loved attractions on six continents. Be a part of a solution that helps people all over the world to have fun.We are looking for a Manual Test Engineer (Software QA) who can become a key contributor within our Quality Assurance team. This team member may be local to our HQ office, or work remotely.Main FunctionThe Manual Test Engineer I is responsible for the accurate testing and evaluation of software programs against design specifications, user requirements, user stories and/or other authoritative sources to ensure the highest quality of Gateway Ticketing Systems software.Education And ExperienceBA/BS in Computer Science, Information Systems, or related field.1-3 years of experience testing software or related field. Core CompetenciesFamiliar with testing methodologies and the project development life cycle.Familiar with Windows Operating Systems. Familiar with client/server environments and proficient RDBMS (Relational Database Management Systems) skills (Microsoft SQL Server).Familiar with Gateway Ticketing software suite with knowledgeable and understanding of at least 1 module.Familiar with Test Tools and/or Test Frameworks/Harnesses.Excellent verbal/written communication skills.Ability to work both in a team environment and on an individual basis.Ability to prioritize and handle multiple projects simultaneously.Ability to document and concisely communicate problems to developers.Some experience working with Microsoft Excel and Microsoft Word.Strong technical writing / technical reporting skills.Working additional hours beyond regularly scheduled hours as requested by management.Understanding of the necessity to meet stringent deadlines.Experience in retail, point of sale, or revenue control systems or operations.Willing to seek continuing education.Experience with manual testing. Essential DutiesReproduce issues in the Reported In version as well as the latest development version of the software, as reported by internal partners. Create test cases in the Test Management System for reproduced issues, and subsequent testing/verification of issue fixes, as required. Manually executing tests, analyzing, and verifying of Gateway’s software and hardware products.Manually executing “QFE”, (Quick Fix Emergencies) maintenance release, major release and project tests.Performing Exploratory/Ad-hoc testing.Creating Test Case procedures without supervision in the Test Management System.Assist in the creation of and documenting of “Unit Tests” in the Test Management System.Assist in the creation of and documenting of “Out of Scope” Test Cases in the Test Management System.Assist in the creation of and documenting of detailed “Configuration” information in the Test Management System.Logging all issues, to include progress and time spent in the issue tracking system (GTSWin) and communicating results to the project team.Assisting in writing Test Plans and more complicated Test Cases in the Test Management System and other QA documentation from design specifications, user requirements and other authoritative sources.Reviewing and providing feedback on online help and user documentation.Maintaining Quality Assurance Standards for Test Plans, Test Cases, and other QA processes and procedures.Attend and participate in all Project Team meetingsAttend and participate in all Department meetingsAttending required Training as necessary.General DutiesComplete all tasks and handle all situations in accordance with Gateway’s Core Values.Update job knowledge by participating in educational opportunities, reading professional publications, maintaining personal networks, or participating in professional organizations.Communicate in a clear, concise and timely manner, including voicemail and email.Always promote and uphold the values, mission and vision of the company.Read, understand and comply with the Employee HandbookPromote and adhere to all defined policies, processes and procedures.Perform other tasks as required by managementPhysical DemandsAbility to hear, see and speak adequately (with or without accommodations) to perform the essential functions of the jobAbility to perform repetitive movement actions including walking, standing and sitting for long periods of time to adequately perform the essential functions of the jobAbility to work in inside environmental conditionsDiversity And EEO StatementAs an organization, we strive to maintain an environment and culture where all voices and perspectives are valued, where all team members are seen and heard, where opportunities are available to all who seek them, and where all employees feel they are able to bring their authentic selves to work each day. Diversity, equity and inclusion are an organizational priority, and we are committed to further building and strengthening these programs each year.Gateway Ticketing Systems is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, biological sex, gender identity, gender expression, sexual orientation, national or ethnic origin, genetic information, disability, age, veteran status, family or marital status, or any other applicable legally protected characteristics.No agencies, please. We are not sponsoring visas at this time.ARE YOU LOOKING TO DO GREAT WORK IN A FUN, COLLABORATIVE ENVIRONMENT?For 30+ years we’ve been providing innovative software solutions to some pretty cool industries including amusement parks, museums, attractions, zoos and aquariums. We work with globally recognized destinations as well as lesser-known but locally loved attractions on six continents. We're proud of our company culture and values, value each other and our customers, and work hard to provide the very best services, solutions, and strategy in attractions ticketing!",3 days ago,Entry level,Full-time,Engineering and Information Technology,Software Development
Manual Software Testing (QA) Associate (On-Site),GigSmart,"Denver, CO","GigSmart is a software technology company focused on providing modern solutions to meet the needs of a rapidly evolving economy. GigSmart's apps, Get Workers and Get Gigs, connect businesses and residential users looking for labor with local workers. Available in all 50 states, GigSmart serves the construction, manufacturing, food service, delivery services, transportation, retail, customer service, and professional services industries.RoleGigSmart’s Software Testing Associates play an important part in our company’s product development process. The Software Testing Associate will perform manual testing before product launches to ensure our software runs smoothly and meets client needs. They will develop and execute exploratory and regression tests to ensure product quality. This position requires heavy manual testing. We are looking for someone who is excited to tap glass each day to solve unique software problems.This role will report daily to our office in Downtown Denver, COJob DescriptionResponsibilities:Conduct manual testing of our mobile applications throughout the software development life cycleSupport and own product quality of software releasesCreate detailed, comprehensive and well-structured test plans and test casesParticipate in software gate reviews from development onto Product Owner and ultimately releaseUncover risks and obstacles to the development teamIdentify, record and thoroughly document bugsMonitor debugging process resultsEvaluate product code according to specificationsHelp troubleshoot issues for both internal and external usersWork with cross-functional teams to ensure quality throughout the software development life cycleKey ResultsEffective and clear test casesMarket-leading product qualityClearly defined specifications and defect descriptionsEfficient Delivery of Services (Quality, Low cost)Promote Continuous ImprovementSkills And CompetenciesProven work experience in software quality assuranceStrong knowledge of software QA methodologies, tools and processesExperience in writing clear, concise and comprehensive test plans and test casesEducational And Professional RequirementsExperience in manual regression device testingMobile, web or other software QA testing experience preferredWorked with both remote and local teams in conjunctionExpectations Of a GigSmart EmployeeBe positiveWork hardInnovateHave passionContinue to learnExceed expectationsCollaborateSalary: $50K - $70K DOE",1 week ago,Entry level,Full-time,Quality Assurance,Software Development
Software Engineer - Testing,StackPath,United States,"About StackPathStackPath is cloud platform built at the internet’s edge, providing infrastructure and services physically closer to the source or destination of data than hyperscale cloud service providers. StackPath edge compute—including Virtual Machines and Containers—and edge applications—including CDN and WAF—are strategically located in the world’s most densely populated areas, and united by a secure private network backbone and a single management system. Customers ranging from Fortune 50 enterprises to one-person startups trust StackPath to give their latency-sensitive workloads and applications the speed, security, and efficiency they require. For more information, visit stackpath.com and follow StackPath at www.fb.com/stackpathllc and www.twitter.com/stackpath.About The RoleWe are looking for a Software Engineer with a passion for “breaking” things and building reliable automated tests to ensure a high level of quality. This position requires knowledge of QA methodologies and programming experience. You will have the opportunity to develop tests using Ruby and RSPEC and incorporate them into our automation framework for our CDN.This role will report to our: QA ManagerEssential Duties And ResponsibilitiesCollaborate with team members during the design and implementation phase to ensure testing is taken into considerationBuild automated tests and incorporate them into the existing frameworkRefactor existing tests to conform to new requirements and/or behaviorsDesired Skills And ExperienceSolid object oriented programming experience with a programming language (Ruby preferred) in a Linux environment.Experience building automated tests using RSPEC (or similar)Solid understanding of HTTP protocolsExperience with distributed systems such as CDN/DNS is a big plusExperience working with Jira is a plusComprehensive understanding of test methodologies and techniquesKnowledge of CI/CD tools (e.g. Jenkins)Experience with the Linux command lineExperience with QA for high performance distributed systemsBachelor’s in computer science (or comparable industry experience)Minimum 5 years of software test automation experienceThis Job Description Is Not Intended To Be All-inclusive.StackPath is an Equal Opportunity Employer. EOE/AA M/F/D/VIf your experience and qualifications match our current needs, a member of our human resources team will contact you. We look forward to hearing from you.StackPath collects and processes personal data submitted by job applicants in accordance with our Privacy Policy",1 week ago,Entry level,Full-time,Engineering and Information Technology,Software Development
Quality Assurance Analyst,"ImagineSoftware (Technology Partners, LLC)","Charlotte, NC","Quality Assurance (QA) Analyst Howthis RoleMakes an Impact ImagineSoftware is growing our software product offerings for our client base, and we are inviting a passionate, detail-oriented Quality Assurance (QA) Analyst to come join us! The QA Analyst will work with our software development team to ensure the highest-quality software gets released to our customers. Our QA Analysts are product experts and consider the end-user experience when performing tests and identifying performance enhancements. This role ensures that our customers receive the best software in the industry, every day! The Imagine team has a reputation for excellence, and we will provide you with the tools needed to succeed in this role. This is an ideal position for someone who enjoys problem solving in an ambiguous, challenging environment and takes pride in the quality of work released by the software development team. QA Analyst experience in the medical billing industry is not required but is extremely helpful to immediately make an impact. We are an innovative company that evolves quickly, so come ready to learn at a fast pace! Essential Duties Learn the complexities of software systems to aide in analysis of potential problem areas Participate in design specification reviews with development team members to identify design issues early in the software development lifecycle and plan testing Execute the appropriate amount of test coverage, including the creation and execution of test plans Write and implement test and inspection procedures to obtain the defect information needed for analysis. Perform functional, integration, install, compatibility, regression, and performance testing as needed to deliver quality products Participate in employee quality improvement teams to reduce defects and quality issues Write clear, detailed, and concise defect reports and communicate with engineers to review and explain defect reports Make recommendations to improve the production process based on findings from quality assurance analysis Monitor the procedure to determine if changes significantly improve the process and defect quantities Document results of new procedures after implementation to show quality improvements Other duties as assigned Education and/or Experience Needed BS/BA in Computer/IT related degree preferred Qualifications You Must Have Excellent technical knowledge of a variety of programming languages and platforms, including SQL, .NET, XML Solid understanding of the software development process Excellent communication skills (written and oral)to indicate identified problems and advocate for the end-user experience Detail oriented Highly motivated to learn complex technical material quickly Excellent logic and problem-solving skills Ability to work independently to meet deadlines and manage multiple projects Experience with testing automation preferred Employment Type Full-Time, Non-Exempt Reporting Structure Quality Assurance Manager Work Environment Working conditions are normal for an office environment. At ImagineSoftware, we have a role to play in contributing to an inclusive world. We work every day to lead with our values and beliefs that enable you to develop your potential and bring your full self to the workplace. Our culture of diversity and inclusion enables more creative thinking and better ideas for addressing a more diverse market. We hire driven people from all backgrounds because it makes us a great company, and because it’s the right thing to do. If you share these values, you will find a home at ImagineSoftware.",1 week ago,Mid-Senior level,Full-time,Other and Quality Assurance,Hospitals and Health Care
Quality Assurance Analyst,O'Reilly Auto Parts,United States,"A Quality Assurance Analyst (QA Analyst), under minimal supervision, works to ensure a given software system meets all applicable O'Reilly standards and release specific requirements. QA Analysts develop and implement test plans/cases for new and existing systems. QA Analyst will lead testing efforts and work independently with IS developers to ensure software quality.Compensation Range: $75,000.00 - $99,000.00 annually, pay will be based upon applicable experience, training and skillsEssential Job FunctionsPerform various types of testing including Unit, Integration and Regression, DB validation, system testing as neededProvide assessment of product quality at key milestones to project stakeholdersCreate and execute complex test plans/cases for full requirement coverage and traceabilityEvaluates priority of defect based on overall application functionalityStarts participating in decisions that shape standards and processes for QA TeamTypically leads and participates in complex projects May start leading the work of othersExercises solid judgment within defined IS/QA procedures and practicesGood technical knowledge as it relates to the O'Reilly tech stack and project development life cycleSkills and QualificationsRequired:High school diploma or equivalentSolid understanding of software applications and testing best practicesGood problem-solving and conflict resolution skillsStrong verbal and written communication skillsMust work well in a team environmentAbility to provide constructive feedback to team members they leadExcellent organizational skillsPrecise attention to detailSolid understanding of SQL and LinuxSolid understanding of iSeries commands and file structuresDesired: Bachelor's degree in a technology related field3+ years of quality assurance testing experiencesSome leadership skills",1 week ago,Mid-Senior level,Full-time,Quality Assurance,Retail
Manual QA Tester,Gravity IT Resources,"Charlotte, NC","Job Title: Manual QA TesterLocation: Charlotte, NCJob-Type: Contract to hireReferral Fee: +/- $1500Employment Eligibility: Gravity cannot transfer nor sponsor a work visa for this position. Applicants must be eligible to work in the U.S. for any employer directly (we are not open to contract or “corp to corp” agreements).Position Overview:Gravity is looking for a Manual QA Tester to spearhead our client’s testing efforts for their internal proprietary application.The successful candidate will possess 3+ years of experience in the manual QA testing space. Comprehensive knowledge of SQL, writing and executing test scripts, and the understanding of requirements are also required.Our client is a leading insurance distributor, bringing a global network to deliver creative solutions to their client's insurance challenges. This organization offers a collaborative culture that has proven to enhance careers and has allowed them to attract top talent nationally.Duties & Responsibilities:· Write and execute test scripts when testing the client's internal proprietary software application· Interact with team members and work collectively to finish tasks without the need to be micromanaged· Interact with data using SQL select queries to identify clean data· Gain a firm understanding of testing requirements early in the process· Work in a detail oriented fashion with your team to ensure all tests are done properly Required Experience & Skills:· 3+ years of experience working in the manual QA testing space· 3+ years of experience working with SQL to interact with databases· 3+ years of experience writing and executing test cases· 3+ years of experience working in a setting with great attention to detail· Experience API testing is preferred but not required",1 week ago,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting
Software Quality Assurance Tester,Peak Performers Staffing Agency,"Austin, TX","Peak Performers is seeking a Software Quality Assurance Tester for a long term contract engagement through `2026. The Software Quality Assurance Tester performs advanced analysis and application testing work involving the daily operations and activities of testing teams within the Independent Verification and Validation (IV&V) section of IT-SEDS (Information Technology – Statewide Education Data System)This position will work with the Texas Student Data System (TSDS) Testing team to provide the following Software Testing Services.The Texas Student Data System (TSDS) modernizes and improves the quality of data collection, management, and reporting in Texas education.Major DutiesAnalyze user requirements, design documents and other documentation to develop test plan and detailed test cases. Execute automated functional and regression test cases, report and document all issues, test cases ran, test results, and testing summaries in detailPerform manual testing and data validationPerform advanced SQL queries to analyze and manipulate dataWork with development team and customers to clearly understand the functionality under test to help determine test cases and clearly communicate issues foundReview user requirements, procedures, and problems to automate applications or to improve existing systems.Collaborate with the project team for sprint/release work on tasks such as providing testing effort estimates, resolving defects or issues and providing status on work assignments or issues. What are we looking for?7 yrsRequiredTesting complex web applications7 yrsRequiredTesting all phases of software development life-cycle3 yrsRequiredDatabase/ SQL Language2 yrsRequiredXML, JSON, API Testing2 yrsRequiredAutomation Testing experience2 yrsPreferredTest automation experience using open source technologies and/or in-house frameworks2 yrsPreferredExperience with test frameworks like Junit, TestNG2 yrsPreferredWAPT Pro or other performance testing tools1 yrPreferredPrevious experience with Zypher Scale preferred1 yrPrevious Experience With Jira Preferred1 yrAbout This PositionPrevious experience with Texas Student Data System (TSDS) preferredRate: $46.00 per hour (W-2)Length of engagement: 10/17/2022 through 08/31/2023 (potential to extend year over year through 2026)Days/Hours: Monday-Friday, 40 hours per week. Schedule to be determined.Location: RemoteThe Peak Performers differenceExcellent medical health, dental & vision insurance at 60 daysOur employees may choose to participate in a 403(b) retirement planQualified applicants with chronic medical conditions and/or disabilities receive priority placementWe pay weekly through direct depositIn business since 1994 and thousands of job placementsAll employment offers are contingent on the successful completion of a pre-employment criminal background check, in compliance with all applicable federal and state laws.Applicants for employment with Peak Performers must possess work authorization that does not require sponsorship for a visa now or in the future.Peak Performers is an equal opportunity employer and will consider all applicants without regard to race, marital status, sex, age, color, religion, national origin, veteran status, disability or any other characteristic protected by law. Peak Performers does not accept unsolicited resumes from headhunters, recruitment agencies or fee-based recruitment services.#ziplp#Itsaclp",3 days ago,Entry level,Part-time,Quality Assurance,Staffing and Recruiting
